No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
1,UM 257,00h34m08.5704s,+00d33m40.026s,8.53571,0.5611185,G,20627.7255227742,0.068806686,SLS,19,0,71,11,8,10,0,0,1,1
2,MCG +00-02-101,00h38m26.6384s,-00d00m42.551s,9.6109934,-0.0118199,G,13473.3386017768,0.04494222,SLS,26,0,59,19,14,8,0,0,2,3
3,UM 269,00h43m19.7396s,+00d51m15.325s,10.8322484,0.8542571,QSO,92405.02932934,0.30823,SUN,102,0,73,31,34,8,0,1,0,1
4,UM 326,01h27m37.1736s,+00d56m42.271s,21.90489,0.94507545,WD*,14.7007818604907,4.903653e-05,SLS,5,0,13,6,3,4,0,0,0,1
5,UM 341,01h34m18.1898s,+00d15m36.692s,23.575791,0.2601924,QSO,120216.775658,0.401,SLS,87,0,95,29,32,13,0,1,0,2
6,IC 0145,01h38m38.4766s,+00d44m29.312s,24.6603194,0.7414757,G,12798.6676667461,0.04269176,SLS,41,0,72,18,14,12,0,1,2,2
7,UM 399,02h08m40.4393s,+00d17m12.592s,32.1684970752,0.2868312812,*,0.0,0.0,SLS,4,0,12,4,1,4,0,0,0,0
8,UM 417,02h19m30.2937s,-00d59m11.658s,34.876224,-0.9865717,G,2530.847930436,0.008442,SLS,34,3,28,10,8,0,0,2,4,0
9,ZTF18acefogm,10h49m57.6432s,+51d52m10.917s,162.4901802,51.8696992,G,7173.40545474049,0.023927905,SLS,32,0,55,16,10,8,1,2,2,1
10,MCG +09-18-044,10h52m14.7504s,+50d33m40.356s,163.06146,50.56121,G,7728.57701746516,0.025779758,SLS,25,0,62,29,18,9,0,0,1,1
11,MCG +09-18-054,10h54m44.7900s,+50d44m39.152s,163.686625,50.744209,G,7442.90148651993,0.024826847,SLS,21,0,57,10,5,11,0,0,2,1
12,MCG +09-19-027,11h17m30.7333s,+51d57m59.025s,169.3780556,51.9663959,G,8245.93245974526,0.02750547,SLS,39,0,70,24,21,11,0,1,2,1
13,CGCG 268-027,11h22m49.9359s,+51d12m27.816s,170.7080664,51.2077267,G,7828.77185402318,0.026113972,SLS,37,0,68,20,17,11,0,1,2,2
14,ZTF18aauhytx,11h26m37.7339s,+51d34m23.090s,171.6572249,51.5730806,G,7918.5381101372,0.0264134,SLS,63,0,76,36,31,11,0,2,2,0
15,CGCG 268-037,11h26m56.5745s,+50d35m49.238s,171.7357271,50.5970108,G,6966.0674918254,0.0232363,SLS,28,0,67,14,10,10,1,2,1,1
16,MCG +09-19-085,11h28m46.2920s,+52d14m54.683s,172.1928835,52.2485231,G,14524.4511317141,0.048448354,SLS,22,0,42,17,12,7,0,0,2,0
17,MCG +09-19-187,11h47m46.1700s,+51d02m49.151s,176.9423751,51.0469866,G,16998.6520780412,0.0567014,SLS,16,0,52,15,10,7,0,0,2,1
18,MCG +09-19-203,11h49m25.5381s,+52d17m21.955s,177.356409,52.2894322,G,15846.3398072266,0.0528577,SLS,27,0,63,10,8,11,1,1,2,1
19,CGCG 268-090,11h50m05.8321s,+50d28m02.815s,177.5243004,50.4674487,G,7053.6332712977,0.023528388,SLS,42,0,72,25,19,11,0,2,2,1
20,MCG +09-19-213,11h50m32.5260s,+55d03m28.675s,177.6355253,55.0579655,G,5494.09461744177,0.018326327,SLS,41,0,71,18,14,11,0,2,2,1
21,MRK 1465,12h03m17.1029s,+51d24m14.136s,180.8212622743,51.4039267684,G,8802.506151796,0.029362,SLS,12,0,17,7,8,4,0,0,1,0
22,MCG +09-20-075,12h03m32.2441s,+51d43m35.045s,180.8843506,51.7264016,G,20186.6120992428,0.06733529,SLS,11,0,50,10,6,6,0,0,2,0
23,ZTF18aamsjpn,12h14m19.4997s,+51d18m09.852s,183.5812488,51.3027369,G,3941.89218482555,0.013148737,SLS,31,0,71,21,16,11,0,1,2,2
24,MCG +09-20-126,12h15m09.8915s,+50d41m06.923s,183.7912146,50.6852566,G,8902.67850391966,0.029696139,SLS,32,0,66,14,11,11,0,1,2,1
25,MCG +09-20-148,12h20m03.1595s,+55d48m56.598s,185.0131646,55.8157217,G,10244.6877502508,0.0341726,SLS,31,0,65,17,12,11,0,0,2,1
26,MCG +09-20-150,12h20m23.4216s,+55d43m57.784s,185.09759,55.732718,G,9270.79036538082,0.030924028,SLS,22,0,34,18,14,8,0,0,2,1
27,ZTF18aaxydyj,12h23m31.0804s,+55d39m23.576s,185.8795018,55.6565491,G,9319.2584116506,0.0310857,SLS,34,1,67,18,15,12,0,3,2,1
28,MCG +09-20-173,12h25m46.8183s,+55d08m12.789s,186.4450764,55.136886,G,19961.5549030976,0.06658458,SLS,18,0,62,17,11,9,0,0,1,1
29,SBS 1224+561A,12h26m25.1918s,+55d49m42.421s,186.6049659,55.8284504,G,15561.9566815678,0.0519091,SLS,26,1,72,19,14,11,0,0,2,1
30,ZTF18aaiidgi,12h46m26.8511s,+50d47m31.326s,191.6118799,50.7920351,G,8094.40895728324,0.027000042,SLS,44,0,73,23,17,12,0,2,2,2
31,MCG +09-21-046,12h46m41.8590s,+50d43m47.727s,191.6744125,50.7299242,G,8154.87889481658,0.027201748,SLS,22,0,52,15,11,7,0,1,2,1
32,NGC 4998,13h08m10.1725s,+50d39m49.383s,197.0423858,50.6637176,G,8914.928323546,0.029737,SUN,19,0,46,16,10,8,0,0,2,1
33,MCG +09-23-002,13h44m21.5700s,+55d51m21.431s,206.0898751,55.8559531,G,11215.571621333,0.03741112,SLS,51,0,91,26,19,11,0,1,2,1
34,MCG +09-23-006,13h45m00.1384s,+51d05m20.126s,206.250577,51.088924,G,8571.96874951858,0.02859301,SLS,20,0,39,18,14,8,0,0,2,1
35,MCG +09-23-063,14h19m53.2479s,+52d05m57.666s,214.9718665,52.0993517,G,13056.3722615675,0.04355137,SLS,26,0,66,15,11,12,0,0,2,1
36,ZTF18aagstka,15h07m45.0038s,+51d27m10.306s,226.9375159,51.4528628,G,13765.3796259827,0.045916364,SLS,131,3,92,40,29,11,0,3,2,1
37,ZTF19acllhlh,01h25m28.8438s,-00d05m55.932s,21.3701826754167,-0.0988700383333333,QSO,322136.859292868,1.0745329,SLS,307,4,144,68,69,8,0,2,5,7
38,SDSS J120317.39+512400.0,12h03m17.3962s,+51d24m00.046s,180.8224844132,51.4000129177,G,8735.352641204,0.029138,SLS,4,0,5,6,6,4,0,0,1,0
39,4C -00.03,00h36m27.0014s,+00d13m03.619s,9.1125062,0.217672,QSO,168290.295053048,0.561356,SUN,48,0,55,19,12,4,0,1,1,0
40,WISEA J003305.02-000830.1,00h33m05.0224s,-00d08m30.191s,8.2709267,-0.1417199,G,64455.37847,0.215,SUN,5,0,47,9,2,4,0,0,1,0
41,FGC 0061,00h34m43.4897s,-00d02m26.863s,8.6812072,-0.0407954,G,12595.5603749983,0.042014267,SLS,58,0,69,25,21,6,0,2,4,3
42,ZTF18abwhdpm,00h46m53.7612s,+00d36m46.648s,11.724005,0.612958,G,20687.189057026,0.069005035,SLS,25,1,58,12,11,10,0,0,2,1
43,WISEA J011254.98+004051.9,01h12m54.9861s,+00d40m51.940s,18.229109,0.6810946,G,19427.2617865255,0.06480237,SLS,25,0,78,20,14,10,4,0,2,1
44,WISEA J015840.60+001924.3,01h58m40.6078s,+00d19m24.362s,29.6691993,0.3234339,G,51864.095234,0.173,SUN,5,0,42,7,2,4,0,0,1,0
45,WISEA J015951.00+005616.6,01h59m51.0008s,+00d56m16.603s,29.9625034,0.9379453,G,17922.7233568067,0.05978377,SLS,28,0,69,14,10,10,0,0,2,1
46,WISEA J110504.21+505949.9,11h05m04.2153s,+50d59m49.989s,166.2675639,50.9972193,G,35461.4605417086,0.1182867,SUN,27,0,75,19,11,10,0,0,2,0
47,WISEA J114235.68+512056.3,11h42m35.6854s,+51d20m56.361s,175.6486892,51.3489894,G,20974.379739054,0.069963,SLS,8,0,31,6,2,2,0,0,2,0
48,WISEA J114325.14+505154.7,11h43m25.1474s,+50d51m54.788s,175.854781,50.865219,G,25321.96996497,0.084465,SLS,26,0,77,17,13,6,0,0,2,1
49,WISEA J120652.44+515918.7,12h06m52.4499s,+51d59m18.758s,181.7185416,51.9885441,QSO,119317.398284,0.398,SLS,36,0,45,10,13,8,0,2,1,1
50,WISEA J121708.04+515955.7,12h17m08.0496s,+51d59m55.712s,184.2835402,51.998809,G,14114.2229267908,0.04707998,SLS,31,0,74,19,12,10,0,2,2,1
51,SBS 1231+509,12h33m31.5363s,+50d38m35.836s,188.3814013,50.643288,G,9322.74679669189,0.031097336,SLS,34,0,74,22,15,12,0,0,2,1
52,WISEA J130458.89+513350.5,13h04m58.8962s,+51d33m50.522s,196.2454011,51.5640339,G,44709.54822383,0.149135,SLS,5,0,45,5,1,6,0,0,2,0
53,WISEA J131028.37+510323.7,13h10m28.3726s,+51d03m23.706s,197.6182193,51.0565852,G,17078.8603510093,0.056968946,SLS,19,0,71,10,6,10,0,0,2,1
54,WISEA J134135.12+515414.4,13h41m35.1221s,+51d54m14.495s,205.3963421,51.9040266,G,30637.1643324776,0.10219458,SLS,17,0,51,11,9,6,0,0,2,1
55,WISEA J140855.59+544304.7,14h08m55.5903s,+54d43m04.747s,212.2316263,54.7179853,G,12142.054730423,0.040501535,SLS,23,0,71,11,8,10,0,1,2,1
56,SBS 1418+514,14h20m32.9314s,+51d12m41.717s,215.1372145,51.2115881,G,19155.538896368,0.063896,SLS,13,0,34,7,6,6,0,0,2,1
57,WISEA J144346.75+512610.2,14h43m46.7516s,+51d26m10.293s,220.9447984,51.4361926,G,42482.9686527919,0.14170793,SLS,10,0,61,11,7,8,0,0,1,1
58,WISEA J152706.29+535143.6,15h27m06.2941s,+53d51m43.684s,231.7762256,53.8621347,G,24218.3068150698,0.080783576,SLS,16,0,55,11,8,6,0,0,2,1
59,WISEA J154116.97+513854.1,15h41m16.9792s,+51d38m54.111s,235.3207469,51.6483642,G,11083.7483806635,0.036971405,SLS,18,0,64,9,6,10,0,0,2,1
60,WISEA J154922.33+511156.7,15h49m22.3332s,+51d11m56.714s,237.343055,51.1990874,G,15138.8607847622,0.050497804,SLS,23,2,52,12,11,6,0,0,2,1
61,KUG 0211+003,02h13m59.0439s,+00d35m53.431s,33.4960166,0.5981753,G,12249.7422798838,0.040860742,SLS,17,0,62,11,5,8,0,0,0,1
62,KUG 0215-006,02h18m01.6405s,-00d24m56.464s,34.5068355,-0.4156845,G,12270.8368763985,0.040931106,SLS,22,0,34,13,10,3,0,0,0,1
63,KUG 0221+003,02h23m46.6598s,+00d36m05.872s,35.944416,0.6016312,G,8831.96106058696,0.029460251,SLS,18,0,57,16,12,8,0,0,0,2
64,SBS 1422+545,14h23m54.1106s,+54d17m35.355s,215.975461,54.2931542,G,6191.313842616,0.020652,SLS,21,1,68,11,6,10,0,0,1,1
65,KUG 1502+538,15h04m07.8124s,+53d38m08.797s,226.032552,53.635777,G,11530.9095174501,0.038462974,SLS,20,0,54,15,11,10,0,0,1,1
66,LBQS 0051-0035,00h54m08.9808s,-00d19m09.630s,13.5374201,-0.3193418,QSO,281367.528313401,0.93854105,SLS,48,0,56,20,30,8,0,1,0,1
67,LBQS 0053-0015,00h56m29.3202s,+00d01m09.463s,14.1221677,0.0192954,QSO,352256.13815,1.175,SLS,47,0,54,16,27,8,0,1,0,1
68,LBQS 0059+0004,01h01m51.0857s,+00d20m28.735s,15.4628574,0.3413155,QSO,96417.9612343906,0.3216157,SLS,45,0,54,20,25,8,0,1,0,1
69,LBQS 0107+0022,01h09m54.3619s,+00d38m13.163s,17.476508,0.6369898,QSO,594168.59564056,1.9819331,SLS,60,0,54,22,31,8,0,2,0,2
70,LBQS 0052-0038,00h55m27.4623s,-00d21m48.595s,13.8644265,-0.3634987,G,50189.8203104108,0.16741522,SLS,51,1,79,28,25,8,0,1,0,1
71,LBQS 0101-0028,01h04m03.1660s,-00d12m52.984s,16.013192,-0.214718,G,24860.2745900271,0.08292495,SLS,10,0,28,9,5,4,0,1,1,2
72,SBS 1502+516B,15h04m28.5924s,+51d29m10.745s,226.1191353,51.4863183,G,7623.33127757477,0.025428696,SLS,14,0,40,10,6,4,0,0,0,1
73,SBS 1517+513,15h18m44.8394s,+51d12m26.013s,229.686831,51.207226,G,4251.24412493379,0.014180624,SLS,18,0,39,5,4,8,0,0,0,1
74,SBS 1408+551B,14h10m25.4840s,+54d53m49.201s,212.6061836,54.8970003,G,11905.6488907803,0.03971297,SLS,18,0,52,8,6,8,0,0,0,1
75,SBS 1430+521,14h32m02.8119s,+51d52m52.609s,218.0117163,51.8812804,G,7678.6142059998,0.0256131,SLS,19,0,55,15,12,8,0,0,5,1
76,WISEA J141116.09+521241.4,14h11m16.0959s,+52d12m41.425s,212.8170664,52.2115071,G,0.0,0.0,SLS,5,0,23,4,1,4,0,1,0,0
77,SDSS J141112.78+521125.9,14h11m12.7873s,+52d11m25.980s,212.8032807422,52.1905502027,G,119916.984998755,0.400000006,SUN,3,0,5,2,2,4,0,1,0,0
78,SDSS J141113.17+521117.9,14h11m13.1765s,+52d11m17.905s,212.8049021227,52.188307046,G,95933.5844614528,0.319999993,SUN,3,0,8,3,2,4,0,1,0,0
79,WISEA J014751.96+000658.9,01h47m51.9637s,+00d06m58.962s,26.9665155,0.1163785,G,134279.668120132,0.44790876,SLS,15,0,36,9,6,4,0,0,0,1
80,SDSS J020718.03-001256.5,02h07m18.0336s,-00d12m56.592s,31.82514,-0.21572,G,611876.406778,2.041,SLS,8,0,21,7,3,4,0,0,0,0
81,WISEA J105424.06+505815.9,10h54m24.0675s,+50d58m15.933s,163.6002813,50.9710926,G,837020.542736,2.792,SLS,10,0,33,10,2,4,0,0,0,0
82,SDSS J113116.45+514634.2,11h31m16.4550s,+51d46m34.248s,172.8185627956,51.776180118,*,882888.78881,2.945,SLS,21,0,11,6,2,4,0,0,0,0
83,WISEA J122922.07+514706.6,12h29m22.0787s,+51d47m06.661s,187.3419947,51.7851838,RadioS,786955.20225,2.625,SLS,16,0,24,7,2,0,0,0,0,0
84,2MASS J12372394+5057191,12h37m23.9158s,+50d57m19.158s,189.34964916667,50.95532166667,G,79342.28647804,0.26465738,SLS,17,0,27,12,2,4,0,1,2,0
85,SBS 1238+519,12h41m16.4790s,+51d41m29.974s,190.3186627,51.6916597,QSO,246729.192934,0.823,SLS,62,0,49,19,19,8,0,0,0,1
86,SBS 1303+557,13h06m03.3511s,+55d29m43.856s,196.513962975833,55.4955157388889,QSO,479667.9328,1.6,SLS,88,0,56,36,27,8,0,2,2,1
87,WISEA J131501.19+560333.4,13h15m01.1903s,+56d03m33.453s,198.7549598,56.0592925,G,37444.0780042,0.1249,SLS,17,0,86,12,5,12,0,0,1,1
88,ZTF19aavlbmn,13h41m36.2363s,+55d14m37.959s,205.4009847,55.2438776,QSO,62055.7047295619,0.20699555,SLS,49,0,65,25,15,8,0,1,0,1
89,WISEA J143719.78+511249.3,14h37m19.8040s,+51d12m49.369s,219.3325166666,51.2137136111,*,646652.331906,2.157,SLS,39,0,37,24,9,4,0,1,2,0
90,WISEA J154543.84+540042.8,15h45m43.8260s,+54d00m42.759s,236.4326083333,54.0118775,UvES,577999.859024,1.928,SLS,36,0,29,18,7,4,0,1,2,0
91,WISEA J161018.60+531551.1,16h10m18.6200s,+53d15m50.440s,242.57758333333,53.26401111111,RadioS,472472.913808,1.576,SLS,12,0,29,11,5,0,0,0,0,0
92,I Zw 108 NOTES02,15h19m57.9627s,+51d18m47.246s,229.9915113,51.3131241,G,22532.5930104531,0.07516064,SLS,38,1,66,15,14,10,1,1,2,1
93,WISEA J011703.58+000027.3,01h17m03.5880s,+00d00m27.398s,19.2649502,0.0076106,G,13681.02882083,0.045635,SUN,77,1,79,34,30,10,4,2,2,1
94,FGC 1389,12h14m15.5957s,+50d41m54.463s,183.5649821,50.698462,G,8698.67393334507,0.029015653,SLS,19,0,33,6,4,4,0,1,0,1
95,FGC 235A,15h51m33.9446s,+53d31m28.675s,237.891436,53.524632,G,19991.8189517327,0.06668553,SLS,22,0,42,13,10,6,0,0,1,1
96,GIN 064,01h14m46.3268s,-00d00m03.654s,18.6930284,-0.001015,G,5385.32271866037,0.017963503,SLS,44,0,85,26,20,10,1,4,2,2
97,WISEA J011459.61+001533.2,01h14m59.6169s,+00d15m33.236s,18.7484038,0.2592324,G,14495.001319395,0.04835012,SLS,37,0,69,21,11,6,1,3,2,1
98,WISEA J011532.02+001723.4,01h15m32.0249s,+00d17m23.467s,18.8834374,0.2898522,G,13978.0254143667,0.046625674,SLS,31,0,63,15,13,10,0,1,2,1
99,WISEA J005447.17+003316.0,00h54m47.1499s,+00d33m15.426s,13.6964579265,0.5542852623,G,61594.758835764,0.205458,SLS,2,0,21,4,1,4,0,0,0,0
100,WISEA J005447.74+003947.0,00h54m47.7465s,+00d39m47.326s,13.6989437673,0.6631461798,G,113545.793882584,0.378748,SLS,3,0,27,3,2,4,0,0,0,0
101,WISEA J005508.67+003634.5,00h55m08.6746s,+00d36m34.575s,13.7861444,0.6096043,G,19792.8958633212,0.066021994,SLS,5,0,38,7,3,4,0,0,1,1
102,WISEA J005511.37+004010.4,00h55m11.3712s,+00d40m10.412s,13.7973801,0.669559,G,3.67168084824132,1.2247409e-05,SLS,2,0,23,5,2,4,0,0,0,1
103,WISEA J015506.18+004338.4,01h55m06.1865s,+00d43m38.493s,28.7757774,0.7273592,G,58762.5325452252,0.19601071,SLS,3,0,36,7,2,4,0,0,0,1
104,WISEA J015512.51+005435.7,01h55m12.5140s,+00d54m35.788s,28.8021418,0.9099413,G,50647.537439436,0.168942,SLS,4,0,33,4,2,4,0,0,0,0
105,WISEA J015514.44+004729.7,01h55m14.4462s,+00d47m29.778s,28.8101926,0.791605,G,86544.986152814,0.288683,SLS,2,0,31,4,1,4,0,0,0,0
106,WISEA J015526.31+004426.5,01h55m26.3108s,+00d44m26.575s,28.8596287,0.7407155,G,26495.0038904816,0.08837782,SLS,8,0,42,9,4,4,0,0,1,1
107,WISEA J122835.40+554024.8,12h28m35.4053s,+55d40m24.814s,187.1475221,55.6735596,G,18952.9091740058,0.0632201,SLS,26,0,67,11,7,10,0,3,1,1
108,WISEA J140418.45+545643.4,14h04m18.4558s,+54d56m43.499s,211.0768992,54.9454164,G,20378.2963989634,0.06797468,SLS,23,0,66,10,6,10,1,0,1,1
109,WISEA J150809.39+534914.9,15h08m09.3938s,+53d49m14.917s,227.0391411,53.8208104,G,11505.9326086043,0.03837966,SLS,17,0,68,11,7,10,0,0,1,1
110,WISEA J153506.86+535304.5,15h35m06.8651s,+53d53m04.543s,233.7786048,53.8845954,G,12123.0062174342,0.040437996,SLS,7,0,27,6,3,2,0,0,1,0
111,SBS 1210+537A,12h12m55.8946s,+53d27m38.164s,183.2328942,53.4606012,G,1154.98348157387,0.0038526102,SLS,27,2,66,20,13,10,0,0,1,1
112,WISEA J154740.20+532357.1,15h47m40.2043s,+53d23m57.178s,236.9175179,53.3992163,G,15066.8164600104,0.05025749,SLS,15,0,66,10,8,10,0,0,1,1
113,WISEA J112724.08+514420.8,11h27m24.0577s,+51d44m21.028s,171.8502404,51.7391747,G,82.701347048796,0.000275862,SLS,2,0,26,7,2,3,0,0,0,0
114,WISEA J130610.93+520639.2,13h06m10.9367s,+52d06m39.249s,196.5455699,52.1109026,G,7780.81855140379,0.025954017,SLS,21,0,70,18,13,10,0,0,1,1
115,WISEA J111723.07+510048.2,11h17m23.0705s,+51d00m48.258s,169.3461274,51.0134051,G,13921.4162041075,0.046436846,SLS,24,0,66,18,15,10,0,0,1,1
116,WISEA J120054.83+512521.5,12h00m54.8365s,+51d25m21.598s,180.2284855,51.4226662,G,19977.8096501704,0.0666388,SUN,10,0,62,11,5,7,0,0,1,0
117,WISEA J123058.73+505529.8,12h30m58.7321s,+50d55m29.804s,187.7447174,50.9249457,G,13306.7079577712,0.0443864,SLS,18,0,51,12,9,6,0,0,1,1
118,WISEA J130518.68+512416.5,13h05m18.6826s,+51d24m16.526s,196.3278442,51.4045907,G,28471.3317072041,0.09497014,SLS,20,0,67,12,9,10,0,0,1,0
119,WISEA J133422.14+512047.5,13h34m22.1426s,+51d20m47.512s,203.5922609,51.3465313,G,4526.25663773289,0.015097967,SLS,10,0,50,15,8,6,0,0,1,0
120,ZTF18aakebhi,13h44m19.5961s,+51d26m24.788s,206.0816504,51.440219,G,18863.0119085876,0.062920235,SLS,40,0,67,27,19,10,0,0,1,1
121,WISEA J135346.86+512605.6,13h53m46.8687s,+51d26m05.626s,208.4452866,51.4348961,G,16367.6453149333,0.054596588,SLS,22,0,62,10,8,10,1,1,1,1
122,WISEA J150927.05+505911.8,15h09m27.0526s,+50d59m11.891s,227.3627195,50.9866366,G,25774.0959646535,0.08597313,SLS,17,0,67,10,7,10,0,0,1,1
123,WISEA J135907.65+484013.5,13h59m07.6545s,+48d40m13.572s,209.781894,48.6704369,G,22706.2010241262,0.075739734,SLS,19,0,53,11,8,6,0,0,1,1
124,WISEA J122402.86+501915.5,12h24m02.8660s,+50d19m15.593s,186.0119417,50.3209982,G,16750.4958730071,0.05587364,SLS,14,0,61,10,5,8,0,0,0,1
125,WISEA J143717.72+501653.9,14h37m17.7246s,+50d16m53.951s,219.3238525,50.2816531,G,7724.47195933777,0.025766065,SLS,14,0,77,12,9,12,0,0,0,2
126,WISEA J151623.90+504646.9,15h16m23.9083s,+50d46m46.920s,229.0996179,50.7797,G,9114.21296166183,0.030401742,SLS,17,0,62,12,10,10,0,0,1,1
127,WISEA J125031.21+520401.5,12h50m31.2186s,+52d04m01.577s,192.6300777,52.0671048,G,8934.40973684421,0.029801983,SLS,21,0,66,10,7,10,0,1,1,1
128,2MASX J11324897+5101310,11h32m48.9976s,+51d01m30.597s,173.204157,51.025166,G,10392.4284714778,0.03466541,SLS,5,0,22,7,3,2,0,0,1,0
129,WISEA J123055.77+511656.2,12h30m55.7773s,+51d16m56.216s,187.7324058,51.2822823,G,12910.2642100667,0.043064006,SLS,28,0,67,15,12,10,0,1,1,1
130,WISEA J133444.41+504613.4,13h34m44.4116s,+50d46m13.418s,203.6850487,50.7703939,G,25801.1090638741,0.086063236,SLS,24,0,70,16,13,10,1,0,1,2
131,WISEA J140155.23+513110.2,14h01m55.2324s,+51d31m10.287s,210.4801351,51.5195243,G,12362.4522523935,0.041236702,SLS,27,0,65,14,11,10,0,1,1,1
132,SDSS J013421.95+001639.7,01h34m21.9502s,+00d16m39.785s,23.5914592935,0.2777182039,G,81413.13885677,0.271565,SLS,2,0,19,3,1,4,0,0,0,0
133,WISEA J013412.07+001625.3,01h34m12.0740s,+00d16m25.357s,23.5503084,0.2737104,G,85258.876507994,0.284393,SLS,2,0,37,4,1,4,0,0,0,0
134,SDSS J013412.05+001610.3,01h34m12.0576s,+00d16m10.356s,23.5502400326,0.2695434424,G,54922.278098058,0.183201,SLS,2,0,15,2,1,4,0,0,0,0
135,SDSS J013419.95+001512.1,01h34m19.9532s,+00d15m12.127s,23.5831386384,0.2533688373,G,120864.926952196,0.403162,SLS,2,0,15,2,1,4,0,0,0,0
136,2MASX J00400691+0040595,00h40m06.9091s,+00d40m59.307s,10.028788,0.683141,G,23831.5787413442,0.07949359,SLS,18,0,45,9,5,6,0,0,1,1
137,WISEA J010713.99+004733.7,01h07m13.9960s,+00d47m33.784s,16.8083169,0.7927179,G,15433.2641735372,0.051479828,SLS,24,0,71,15,12,10,0,1,1,1
138,WISEA J014434.11+004418.5,01h44m34.1117s,+00d44m18.561s,26.1421321,0.7384894,G,17713.6885685793,0.059086505,SLS,31,0,79,15,12,10,0,1,1,1
139,WISEA J015420.49+003906.4,01h54m20.4994s,+00d39m06.458s,28.5854143,0.6517939,G,18068.8745784213,0.060271278,SLS,13,0,53,14,7,6,0,0,1,1
140,WISEA J003921.83+001101.2,00h39m21.8304s,+00d11m01.264s,9.84096,0.1836845,G,24211.4637524235,0.08076075,SLS,27,0,75,12,9,10,1,0,1,1
141,2MASX J01224599-0025343,01h22m46.0100s,-00d25m35.100s,20.69170833333,-0.42641666667,G,5181.612844072,0.017284,SLS,28,0,64,24,17,6,0,0,1,2
142,WISEA J011207.75-010002.2,01h12m07.7504s,-01d00m02.284s,18.0322934,-1.0006346,G,3726.60312633938,0.01243061,SLS,22,0,73,19,13,10,0,0,1,1
143,2MASX J02243870-0047575,02h24m38.7244s,-00d47m57.231s,36.161352,-0.799231,G,20023.92372606,0.06679262,SLS,26,0,59,34,29,10,0,2,1,2
144,WISEA J020702.16+004523.2,02h07m02.1668s,+00d45m23.240s,31.7590286,0.7564558,G,12550.7932666225,0.04186494,SLS,27,0,72,17,12,10,1,0,1,1
145,HETDEX J002538.02+000209.3,00h25m37.7171s,+00d02m12.314s,6.40715480353,0.03675412564,G,12658.73653905,0.042225,SLS,2,0,0,2,1,0,0,0,0,0
146,WISEA J005204.27+000535.7,00h52m04.2777s,+00d05m35.756s,13.0178241,0.0932656,G,16579.6132725697,0.055303637,SLS,23,0,72,16,13,10,0,2,1,1
147,WISEA J012529.13-000326.6,01h25m29.1381s,-00d03m26.657s,21.3714088,-0.0574048,G,6286.69131416641,0.020970145,SLS,35,0,74,25,18,6,0,0,1,1
148,WISEA J013726.89-002506.5,01h37m26.8957s,-00d25m06.586s,24.3620654,-0.4184961,G,16801.6344704928,0.05604422,SLS,15,0,51,13,7,6,1,0,1,2
149,KUG 0155-012,01h58m18.6709s,-01d02m57.336s,29.5777956,-1.04926,G,12756.0509696715,0.042549606,SLS,16,0,46,18,11,3,0,0,0,1
150,KUG 0201-004,02h04m21.3472s,-00d10m46.534s,31.088947,-0.179593,G,23474.5529051874,0.07830268,SLS,23,0,40,10,6,6,0,0,1,1
151,KUG 0202-001,02h05m18.2332s,+00d03m19.968s,31.325972,0.05554678,G,5920.601253042,0.019749,SLS,30,0,60,18,11,8,0,0,0,2
152,KUG 1453+507,14h55m12.0396s,+50d29m54.452s,223.800165,50.498459,G,11212.7616666241,0.037401747,SLS,28,0,61,15,12,10,0,1,1,1
153,KUG 1501+524,15h03m17.9376s,+52d16m05.062s,225.8247403,52.2680729,G,22612.8564452335,0.07542837,SLS,17,0,66,14,9,10,0,0,1,1
154,SBS 1502+507,15h04m19.5399s,+50d32m28.742s,226.0814165,50.5413173,G,4001.69028746052,0.013348202,SLS,20,0,51,9,6,8,0,0,0,1
155,KUG 0210-011A,02h12m48.3604s,-00d53m19.647s,33.2015018,-0.8887909,G,12470.0516628717,0.041595615,SLS,5,0,33,8,3,4,0,0,0,1
156,KUG 1447+512,14h48m45.1378s,+51d00m48.174s,222.1880743,51.0133817,G,14640.664478888,0.048836,SLS,9,0,47,8,2,6,0,0,1,0
157,SBS 1408+551A,14h09m56.7467s,+54d56m49.101s,212.4864447,54.9469725,G,23177.8003427116,0.07731282,SLS,20,1,68,14,10,8,0,1,1,1
158,SBS 1418+540,14h20m30.1633s,+53d51m59.361s,215.1256807,53.8664894,G,33218.203516232,0.110804,SLS,21,0,71,14,9,10,0,0,1,1
159,WISEA J152307.34+535358.3,15h23m07.3410s,+53d53m58.323s,230.7805877,53.8995344,QSO,556317.189623675,1.8556744,SLS,43,0,77,20,21,9,0,2,0,1
160,SBS 1526+540,15h28m00.2091s,+53d52m23.769s,232.0008713,53.8732693,QSO,416879.76014743,1.3905612,SLS,42,0,46,13,18,8,0,1,0,1
161,GALEXASC J141802.15+523105.3,14h18m02.1530s,+52d31m04.340s,214.50897083333,52.51787222222,G,2997.92451404566,0.00999999978,SLS,12,0,11,9,7,0,0,0,1,0
162,SDSS J141823.70+523017.9,14h18m23.7086s,+52d30m17.998s,214.5987861485,52.5049995083,G,70691.0615964,0.2358,SUN,7,0,33,5,3,4,0,0,0,0
